Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spent,Age,Seniority,Partner,Num_Childer,Num_Childen,Num_Children,Family_Size,Is_Parent
Graduate,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,1157,25,505,Alone,0,0,0,1,0
Graduate,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,688,63,505,Alone,1,1,1,2,1
Postgraduate,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,1319,27,547,Alone,0,0,0,1,0
Postgraduate,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,21,29,655,Partner,1,1,1,3,1
Undergraduate,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,31,33,831,Alone,1,1,1,2,1
Graduate,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,67,24,705,Partner,0,0,0,2,0
Graduate,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,708,62,562,Alone,1,1,1,2,1
Undergraduate,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,25,43,808,Partner,2,2,2,4,1
Postgraduate,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,746,31,647,Partner,0,0,0,2,0
Postgraduate,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,57,805,Alone,2,2,2,3,1
Postgraduate,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,1695,63,217,Alone,2,2,2,3,1
Graduate,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,1080,38,827,Partner,1,1,1,3,1
Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,59,251,Partner,2,2,2,4,1
Graduate,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,57,25,381,Alone,1,1,1,2,1
Postgraduate,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,660,41,260,Partner,1,1,1,3,1
Undergraduate,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,103,41,1030,Partner,1,1,1,3,1
Postgraduate,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,153,30,439,Partner,1,1,1,3,1
Postgraduate,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,1220,58,807,Partner,1,1,1,3,1
Graduate,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,279,49,842,Partner,1,1,1,3,1
Graduate,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,745,36,308,Partner,1,1,1,3,1
Postgraduate,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,264,41,337,Partner,1,1,1,3,1
Graduate,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,2157,28,172,Partner,0,0,0,2,0
Postgraduate,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,1526,55,465,Partner,1,1,1,3,1
Graduate,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,69,36,458,Partner,1,1,1,3,1
Graduate,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,1597,48,786,Partner,0,0,0,2,0
Undergraduate,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,64,22,191,Alone,1,1,1,2,1
Graduate,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,497,30,753,Partner,1,1,1,3,1
Graduate,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,1067,58,565,Alone,1,1,1,2,1
Graduate,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,31,37,123,Partner,2,2,2,4,1
Graduate,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,211,40,576,Partner,2,2,2,4,1
Postgraduate,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,877,38,741,Partner,1,1,1,3,1
Graduate,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,11,35,692,Partner,1,1,1,3,1
Postgraduate,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,2034,31,700,Partner,0,0,0,2,0
Graduate,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,1991,23,357,Alone,0,0,0,1,0
Postgraduate,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,1686,52,305,Alone,0,0,0,1,0
Postgraduate,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,324,32,312,Alone,1,1,1,2,1
Postgraduate,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,69,35,232,Alone,1,1,1,2,1
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,59,768,Partner,2,2,2,4,1
Undergraduate,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,49,523,Alone,1,1,1,2,1
Postgraduate,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,964,53,490,Partner,2,2,2,4,1
Graduate,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,1327,63,657,Partner,1,1,1,3,1
Postgraduate,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,68,50,258,Partner,2,2,2,4,1
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,55,708,Partner,0,0,0,2,0
Graduate,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,55,59,588,Alone,2,2,2,3,1
Graduate,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,1456,48,3,Partner,0,0,0,2,0
Undergraduate,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,563,56,549,Alone,1,1,1,2,1
Graduate,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,1504,60,656,Alone,1,1,1,2,1
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,47,226,Alone,2,2,2,3,1
Graduate,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,1125,51,375,Partner,0,0,0,2,0
Graduate,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,358,55,196,Partner,1,1,1,3,1
Postgraduate,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,42,43,389,Partner,1,1,1,3,1
Graduate,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,184,50,226,Partner,1,1,1,3,1
Graduate,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,460,31,597,Partner,1,1,1,3,1
Postgraduate,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,145,69,192,Alone,0,0,0,1,0
Graduate,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,1376,67,689,Partner,0,0,0,2,0
Postgraduate,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,792,45,685,Alone,1,1,1,2,1
Graduate,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,1382,62,771,Partner,0,0,0,2,0
Undergraduate,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,28,67,746,Partner,0,0,0,2,0
Postgraduate,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,1033,68,434,Partner,0,0,0,2,0
Graduate,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,882,45,556,Alone,1,1,1,2,1
Postgraduate,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,2231,65,643,Partner,0,0,0,2,0
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,1101,53,781,Partner,1,1,1,3,1
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,40,727,Partner,1,1,1,3,1
Undergraduate,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,48,34,282,Alone,1,1,1,2,1
Postgraduate,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,467,65,369,Alone,1,1,1,2,1
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,43,711,Alone,2,2,2,3,1
Undergraduate,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,38,35,629,Alone,2,2,2,3,1
Graduate,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,81,46,543,Partner,2,2,2,4,1
Postgraduate,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,167,43,607,Alone,1,1,1,2,1
Postgraduate,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,45,59,62,Partner,2,2,2,4,1
Graduate,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,664,42,559,Partner,1,1,1,3,1
Undergraduate,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,622,50,423,Partner,1,1,1,3,1
Undergraduate,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,48,35,429,Alone,1,1,1,2,1
Graduate,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,461,39,409,Partner,1,1,1,3,1
Graduate,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,1073,37,473,Partner,1,1,1,3,1
Undergraduate,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,55,28,515,Partner,1,1,1,3,1
Graduate,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,976,58,620,Partner,1,1,1,3,1
Postgraduate,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,20,34,173,Alone,1,1,1,2,1
Graduate,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,32,488,Partner,0,0,0,2,0
Undergraduate,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,43,53,174,Partner,0,0,0,2,0
Postgraduate,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,224,39,412,Partner,1,1,1,3,1
Postgraduate,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,101,40,809,Alone,1,1,1,2,1
Postgraduate,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,68,597,Partner,0,0,0,2,0
Graduate,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,968,29,940,Alone,0,0,0,1,0
Postgraduate,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,1165,62,487,Partner,0,0,0,2,0
Graduate,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,24,47,263,Partner,1,1,1,3,1
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,59,768,Partner,2,2,2,4,1
Graduate,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,165,29,829,Alone,1,1,1,2,1
Postgraduate,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,269,37,784,Partner,0,0,0,2,0
Postgraduate,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,102,41,546,Partner,1,1,1,3,1
Undergraduate,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,461,30,697,Partner,0,0,0,2,0
Undergraduate,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,47,35,719,Alone,1,1,1,2,1
Postgraduate,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,144,38,292,Alone,2,2,2,3,1
Graduate,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,1338,46,783,Partner,0,0,0,2,0
Graduate,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,917,55,373,Partner,1,1,1,3,1
Graduate,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,318,43,704,Partner,2,2,2,4,1
Graduate,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,253,47,1000,Alone,2,2,2,3,1
Graduate,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,502,41,806,Partner,1,1,1,3,1
Graduate,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,119,31,450,Partner,1,1,1,3,1
Undergraduate,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,1250,35,830,Partner,2,2,2,4,1
Graduate,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,35,663,Partner,1,1,1,3,1
Graduate,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,64,577,Partner,2,2,2,4,1
Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,51,2,Alone,2,2,2,3,1
Undergraduate,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,1382,52,478,Partner,0,0,0,2,0
Graduate,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,84,38,157,Alone,1,1,1,2,1
Graduate,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,255,62,511,Partner,2,2,2,4,1
Postgraduate,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,43,54,540,Partner,2,2,2,4,1
Graduate,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,398,59,636,Alone,1,1,1,2,1
Postgraduate,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,76,37,234,Alone,1,1,1,2,1
Graduate,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,902,50,183,Partner,2,2,2,4,1
Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,33,304,Partner,1,1,1,3,1
Graduate,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,1179,38,162,Partner,1,1,1,3,1
Graduate,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1921,40,783,Partner,1,1,1,3,1
Postgraduate,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,185,63,587,Partner,2,2,2,4,1
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,48,626,Alone,2,2,2,3,1
Graduate,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,34,63,66,Partner,2,2,2,4,1
Graduate,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,56,487,Partner,1,1,1,3,1
Postgraduate,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,416,48,512,Alone,2,2,2,3,1
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,50,609,Alone,2,2,2,3,1
Graduate,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,1588,58,222,Partner,0,0,0,2,0
Postgraduate,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,1797,40,939,Alone,0,0,0,1,0
Graduate,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,40,48,970,Partner,2,2,2,4,1
Postgraduate,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1143,51,750,Alone,1,1,1,2,1
Postgraduate,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,914,45,161,Partner,0,0,0,2,0
Graduate,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,1502,22,685,Partner,0,0,0,2,0
Graduate,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1338,60,660,Alone,1,1,1,2,1
Postgraduate,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,27,31,503,Partner,1,1,1,3,1
Undergraduate,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,763,32,434,Partner,1,1,1,3,1
Graduate,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,1331,63,505,Alone,0,0,0,1,0
Graduate,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,525,58,462,Partner,2,2,2,4,1
Postgraduate,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,9,53,174,Partner,2,2,2,4,1
Graduate,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,953,52,155,Partner,1,1,1,3,1
Postgraduate,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,68,43,391,Alone,2,2,2,3,1
Postgraduate,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,43,605,Alone,2,2,2,3,1
Graduate,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,882,46,454,Partner,1,1,1,3,1
Undergraduate,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1149,36,971,Partner,0,0,0,2,0
Graduate,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,37,45,447,Partner,1,1,1,3,1
Postgraduate,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,388,49,468,Alone,1,1,1,2,1
Graduate,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,1428,28,659,Partner,0,0,0,2,0
Postgraduate,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,1633,56,562,Partner,0,0,0,2,0
Postgraduate,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,173,39,563,Partner,1,1,1,3,1
Graduate,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,99,27,483,Alone,1,1,1,2,1
Graduate,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,215,55,631,Partner,1,1,1,3,1
Postgraduate,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,929,52,657,Partner,1,1,1,3,1
Graduate,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,219,40,261,Partner,1,1,1,3,1
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,174,37,392,Partner,2,2,2,4,1
Graduate,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,92,36,785,Partner,2,2,2,4,1
Postgraduate,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,1052,44,453,Partner,0,0,0,2,0
Graduate,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,275,57,624,Partner,1,1,1,3,1
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,587,59,1003,Partner,1,1,1,3,1
Postgraduate,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1662,60,805,Alone,1,1,1,2,1
Postgraduate,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,159,32,399,Partner,1,1,1,3,1
Postgraduate,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,1024,61,640,Alone,0,0,0,1,0
Postgraduate,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,35,46,227,Alone,1,1,1,2,1
Postgraduate,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,1042,57,462,Partner,0,0,0,2,0
Postgraduate,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,395,49,512,Partner,2,2,2,4,1
Postgraduate,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,557,39,727,Partner,0,0,0,2,0
Postgraduate,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,9,51,166,Partner,2,2,2,4,1
Graduate,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,69,24,486,Partner,0,0,0,2,0
Postgraduate,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,486,48,35,Partner,1,1,1,3,1
Graduate,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,34,26,307,Alone,1,1,1,2,1
Undergraduate,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,1365,19,809,Alone,0,0,0,1,0
Graduate,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,13,39,566,Partner,1,1,1,3,1
Postgraduate,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,1401,36,768,Partner,0,0,0,2,0
Graduate,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,1574,53,400,Partner,0,0,0,2,0
Postgraduate,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,1323,30,423,Alone,0,0,0,1,0
Postgraduate,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1217,43,363,Alone,1,1,1,2,1
Postgraduate,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,103,63,749,Alone,3,3,3,4,1
Postgraduate,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,84,38,608,Partner,0,0,0,2,0
Postgraduate,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,1536,42,679,Partner,0,0,0,2,0
Graduate,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,581,29,809,Partner,1,1,1,3,1
Postgraduate,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,928,48,878,Partner,1,1,1,3,1
Undergraduate,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,14,39,356,Alone,0,0,0,1,0
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,35,516,Alone,1,1,1,2,1
Graduate,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,960,43,418,Partner,1,1,1,3,1
Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,32,816,Partner,0,0,0,2,0
Graduate,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,656,41,879,Alone,2,2,2,3,1
Postgraduate,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,46,545,Partner,2,2,2,4,1
Graduate,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,20,30,31,Alone,1,1,1,2,1
Postgraduate,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,367,43,1061,Partner,1,1,1,3,1
Undergraduate,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,2257,37,64,Partner,0,0,0,2,0
Postgraduate,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,42,47,337,Alone,1,1,1,2,1
Graduate,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1049,50,365,Alone,1,1,1,2,1
Graduate,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,48,42,234,Alone,2,2,2,3,1
Postgraduate,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,685,66,673,Alone,1,1,1,2,1
Graduate,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,39,62,231,Alone,1,1,1,2,1
Undergraduate,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,43,27,157,Alone,0,0,0,1,0
Postgraduate,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,835,55,842,Alone,0,0,0,1,0
